L_ADD_F,L_ADD_T,R_ADD_F,R_ADD_T,ROAD_NAME,ROAD_SUF,FULL_NAME,DIR,ALIAS,LANES,SURFACE_CO,YEAR_INSTA,OWNER,LIFECYCLES,SUBTYPE
0,0,0,0,OREGON,TRL,OREGON TRL,,,1,CON,2020-01-01,CI,PROP,7
0,0,0,0,OREGON,TRL,OREGON TRL,,,1,CON,2020-01-01,CI,PROP,7
0,0,0,0,OREGON,TRL,OREGON TRL,,,1,CON,2020-01-01,CI,PROP,7
0,0,0,0,OREGON,TRL,OREGON TRL,,,1,CON,2020-01-01,CI,PROP,7
0,0,0,0,SAWMILL,RD,SAWMILL RD,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,OREGON,TRL,OREGON TRL,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,HOMETOWN,DR,HOMETOWN DR,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,OREGON,TRL,OREGON TRL,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,ABBEY WOODS,DR,ABBEY WOODS DR,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,GENTLE BREEZE,RD,GENTLE BREEZE RD,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,OREGON,TRL,OREGON TRL,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,OREGON,TRL,OREGON TRL,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,FALLS,RD,FALLS RD,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,SWEET,TRL,SWEET TRL,,,2,CON,2018-01-01,CI,COMP,7
14745,14745,14700,14778,SHADY GROVE,LN,SHADY GROVE LN,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,CANTER,ST,CANTER ST,,,2,CON,2018-01-01,CI,COMP,7
12270,12296,12255,12291,COTTAGE,LN,COTTAGE LN,,,2,CON,2018-01-01,CI,COMP,7
14409,14487,0,0,SHADY GROVE,LN,SHADY GROVE LN,,,2,CON,2018-01-01,CI,COMP,7
14513,14669,14518,14674,SHADY GROVE,LN,SHADY GROVE LN,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,2,CON,2018-01-01,CI,COMP,7
12322,12574,12327,12597,COTTAGE,LN,COTTAGE LN,,,2,CON,2018-01-01,CI,COMP,7
0,0,12205,12277,SETTLERS,DR,SETTLERS DR,,,2,CON,2018-01-01,CI,COMP,7
12306,12584,12301,12589,SETTLERS,DR,SETTLERS DR,,,2,CON,2018-01-01,CI,COMP,7
14505,14583,0,0,MULESHOE,TRL,MULESHOE TRL,,,2,CON,2018-01-01,CI,COMP,7
14609,14689,0,0,MULESHOE,TRL,MULESHOE TRL,,,2,CON,2018-01-01,CI,COMP,7
12306,12498,12323,12491,DOVE CHASE,LN,DOVE CHASE LN,,,2,CON,2018-01-01,CI,COMP,7
12314,12578,12311,12575,WAGON WHEEL,TRL,WAGON WHEEL TRL,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,HEARTLAND,DR,HEARTLAND DR,,,2,CON,2018-01-01,CI,COMP,7
12522,12594,12515,12587,DOVE CHASE,LN,DOVE CHASE LN,,,2,CON,2018-01-01,CI,COMP,7
0,0,14408,14472,MIDNIGHT,TRL,MIDNIGHT TRL,,,2,CON,2018-01-01,CI,COMP,7
0,0,14488,14488,MIDNIGHT,TRL,MIDNIGHT TRL,,,2,CON,2018-01-01,CI,COMP,7
0,0,14526,14564,MIDNIGHT,TRL,MIDNIGHT TRL,,,2,CON,2018-01-01,CI,COMP,7
0,0,14602,14690,MIDNIGHT,TRL,MIDNIGHT TRL,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,HAWK,LN,HAWK LN,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,HEARTLAND,DR,HEARTLAND DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,HEARTLAND,DR,HEARTLAND DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,HEARTLAND,DR,HEARTLAND DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,HEARTLAND,DR,HEARTLAND DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,HEARTLAND,DR,HEARTLAND DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,HEARTLAND,DR,HEARTLAND DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,2,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,0,0,COLLINSBROOK,DR,COLLINSBROOK DR,,,1,CON,2018-01-01,CI,COMP,7
0,0,14400,14598,COIT,RD,COIT RD,,CR 71,2,CON,2015-01-01,OT,COMP,4
0,0,14600,14798,COIT,RD,COIT RD,,CR 71,2,CON,2015-01-01,OT,COMP,4
0,0,0,0,COIT,RD,COIT RD,,CR 71,2,CON,2015-01-01,OT,COMP,4
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2020-01-01,CI,PROP,5
0,0,0,0,COWBOYS,WAY,COWBOYS WAY,,,1,CON,2020-01-01,CI,PROP,7
6100,6368,6101,6369,COWBOYS,WAY,COWBOYS WAY,,,2,CON,2017-01-01,CI,COMP,7
6000,6198,0,0,WARREN,PKWY,WARREN PKWY,,,2,CON,2004-01-01,CI,COMP,4
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2017-01-01,CI,COMP,5
0,0,6001,6199,WARREN,PKWY,WARREN PKWY,,,2,CON,1997-01-01,CI,COMP,4
0,0,0,0,COWBOYS,WAY,COWBOYS WAY,,,1,CON,2020-01-01,CI,PROP,7
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2020-01-01,CI,PROP,5
5701,5899,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2017-01-01,CI,COMP,5
0,0,5800,5898,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2017-01-01,CI,COMP,5
0,0,0,0,COWBOYS,WAY,COWBOYS WAY,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,COWBOYS,WAY,COWBOYS WAY,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2017-01-01,CI,COMP,5
0,0,0,0,COWBOYS,WAY,COWBOYS WAY,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,COWBOYS,WAY,COWBOYS WAY,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2017-01-01,CI,COMP,5
7400,7448,7401,7449,ROLLING BROOK,DR,ROLLING BROOK DR,,,2,CON,1994-01-01,CI,COMP,7
0,0,8208,8396,SITKA,ST,SITKA ST,,,2,CON,2017-01-01,CI,COMP,7
8205,8395,8248,8482,CARIBOU,DR,CARIBOU DR,,,2,CON,2017-01-01,CI,COMP,7
0,0,8504,8592,CARIBOU,DR,CARIBOU DR,,,2,CON,2017-01-01,CI,COMP,7
9408,9484,0,0,HETTA,DR,HETTA DR,,,2,CON,2017-01-01,CI,COMP,7
9504,9592,9565,9565,HETTA,DR,HETTA DR,,,2,CON,2017-01-01,CI,COMP,7
8505,8593,0,0,ANVIK,DR,ANVIK DR,,,2,CON,2017-01-01,CI,COMP,7
9406,9492,9435,9499,KAVIK,ST,KAVIK ST,,,2,CON,2017-01-01,CI,COMP,7
9510,9594,9503,9567,KAVIK,ST,KAVIK ST,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,FALSE PASS,DR,FALSE PASS DR,,,2,CON,2017-01-01,CI,COMP,7
9600,9698,9601,9699,HICKORY,ST,HICKORY ST,,HICKORY DR,2,CON,2003-01-01,CI,COMP,7
9450,9498,9451,9499,HICKORY,ST,HICKORY ST,,HICKORY DR,2,CON,2003-01-01,CI,COMP,7
0,0,11700,11868,FRISCO,ST,FRISCO ST,,,2,CON,2010-01-01,CI,COMP,4
0,0,0,0,ROMAN,LN,ROMAN LN,,HOLLYTREE LN,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROMAN,LN,ROMAN LN,,HOLLYTREE LN,1,CON,2017-01-01,CI,COMP,7
13918,13948,13925,13989,WOODFORD,LN,WOODFORD LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,SHIREBROOK,LN,SHIREBROOK LN,,,2,CON,2017-01-01,CI,COMP,7
13734,13894,13629,13893,WOODFORD,LN,WOODFORD LN,,,2,CON,2017-01-01,CI,COMP,7
13608,13896,13651,13897,WICKHAM,LN,WICKHAM LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9256,9292,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,13611,13611,WOODFORD,LN,WOODFORD LN,,,2,CON,2017-01-01,CI,COMP,7
13614,13896,13613,13895,CARDIGAN,LN,CARDIGAN LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9316,9388,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,WOODFORD,LN,WOODFORD LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,13611,13659,WAYSIDE,LN,WAYSIDE LN,,,2,CON,2017-01-01,CI,COMP,7
14116,14392,14119,14395,DANEHURST,LN,DANEHURST LN,,,2,CON,2017-01-01,CI,COMP,7
14128,14368,14107,14395,GATEWOOD,LN,GATEWOOD LN,,,2,CON,2017-01-01,CI,COMP,7
13704,13896,13683,13893,WAYSIDE,LN,WAYSIDE LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9414,9492,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9518,9570,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9596,9596,IVY BRIDGE,LN,IVY BRIDGE LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,REGENTS,PARK,REGENTS PARK,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,REGENTS,PARK,REGENTS PARK,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,REGENTS,PARK,REGENTS PARK,,,2,CON,2017-01-01,CI,COMP,7
9525,9597,0,0,BRAMBLE MEAD,LN,BRAMBLE MEAD LN,,,2,CON,2017-01-01,CI,COMP,7
9515,9623,0,0,PRINCESS ANNA,LN,PRINCESS ANNA LN,,,2,CON,2017-01-01,CI,COMP,7
13800,13800,13705,13825,REGENTS,PARK,REGENTS PARK,,,2,CON,2017-01-01,CI,COMP,7
0,0,13849,13873,REGENTS,PARK,REGENTS PARK,,,1,CON,2017-01-01,CI,COMP,7
14250,14250,14111,14397,REGENTS,PARK,REGENTS PARK,,,2,CON,2017-01-01,CI,COMP,7
0,0,9530,9596,CHRIST CHURCH,LN,CHRIST CHURCH LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,BUCKHEAD,LN,BUCKHEAD LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROYAL,LN,ROYAL LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,REGENTS,PARK,REGENTS PARK,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,REGENTS,PARK,REGENTS PARK,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,REGENTS,PARK,REGENTS PARK,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,BUCKHEAD,LN,BUCKHEAD LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROYAL,LN,ROYAL LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,REGENTS,PARK,REGENTS PARK,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROYAL,LN,ROYAL LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROYAL,LN,ROYAL LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,9524,9692,WOODFORD,LN,WOODFORD LN,,,2,CON,2017-01-01,CI,COMP,7
13618,13686,0,0,BEACON CREST,LN,BEACON CREST LN,,,2,CON,2017-01-01,CI,COMP,7
9659,9695,0,0,PRINCESS ANNA,LN,PRINCESS ANNA LN,,,2,CON,2017-01-01,CI,COMP,7
13720,13992,0,0,BEACON CREST,LN,BEACON CREST LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9610,9634,BRACKENFIELD,LN,BRACKENFIELD LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,KAITLIN,LN,KAITLIN LN,,,2,CON,2017-01-01,CI,COMP,7
14026,14188,14055,14055,BEACON CREST,LN,BEACON CREST LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,KAITLIN,LN,KAITLIN LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,13619,13691,BERRYFIELD,LN,BERRYFIELD LN,,,2,CON,2020-01-01,CI,PROP,7
13726,13992,13729,13995,BERRYFIELD,LN,BERRYFIELD LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
14010,14192,14009,14191,BERRYFIELD,LN,BERRYFIELD LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9714,9780,MINISTER,LN,MINISTER LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,SWEET CAROLINE,LN,SWEET CAROLINE LN,,,2,CON,2020-01-01,CI,PROP,7
13724,13892,13721,13889,DORSET,LN,DORSET LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
13916,14180,13913,14195,DORSET,LN,DORSET LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,9802,9890,MINISTER,LN,MINISTER LN,,,2,CON,2017-01-01,CI,COMP,7
14212,14296,0,0,DORSET,LN,DORSET LN,,,2,CON,2020-01-01,CI,PROP,7
9611,9835,9616,9868,MASTERMAN,LN,MASTERMAN LN,,,2,CON,2020-01-01,CI,PROP,7
9663,9879,9658,9898,BRACKENFIELD,LN,BRACKENFIELD LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,SWEET CAROLINE,LN,SWEET CAROLINE LN,,,2,CON,2020-01-01,CI,PROP,7
13802,13912,13801,13897,CHESTNUT GLEN,LN,CHESTNUT GLEN LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2020-01-01,CI,PROP,7
13934,14198,13949,14169,CHESTNUT GLEN,LN,CHESTNUT GLEN LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,LATERA,DR,LATERA DR,,,2,CON,2020-01-01,CI,PROP,7
0,0,9220,9238,IVY BRIDGE,LN,IVY BRIDGE LN,,,2,CON,2017-01-01,CI,COMP,7
9417,9507,0,0,BRAMBLE MEAD,LN,BRAMBLE MEAD LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,9442,9508,CHRIST CHURCH,LN,CHRIST CHURCH LN,,,2,CON,2017-01-01,CI,COMP,7
0,0,0,0,RAVENSCOURT,LN,RAVENSCOURT LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,9896,9896,MASTERMAN,LN,MASTERMAN LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,9912,9996,MINISTER,LN,MINISTER LN,,,2,CON,2020-01-01,CI,PROP,7
13714,13782,13729,13789,CHESTNUT GLEN,LN,CHESTNUT GLEN LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,WOODFORD,LN,WOODFORD LN,,,2,CON,2020-01-01,CI,PROP,7
0,0,0,0,ROMAN,LN,ROMAN LN,,HOLLYTREE LN,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROMAN,LN,ROMAN LN,,HOLLYTREE LN,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROYAL,LN,ROYAL LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,ROYAL,LN,ROYAL LN,,,1,CON,2017-01-01,CI,COMP,7
0,0,0,0,COLISEUM,WAY,COLISEUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,COLISEUM,WAY,COLISEUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,COLISEUM,WAY,COLISEUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,COLISEUM,WAY,COLISEUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,2,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,7501,7509,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
7500,7508,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,7381,7499,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
7380,7498,0,0,THOMAS,WAY,THOMAS WAY,,,1,CON,2020-01-01,PR,PROP,7
7300,7378,7301,7379,THOMAS,WAY,THOMAS WAY,,,2,CON,2020-01-01,PR,PROP,7
0,0,0,0,REGISTRY,WAY,REGISTRY WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,REGISTRY,WAY,REGISTRY WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,REGISTRY,WAY,REGISTRY WAY,,,2,CON,2020-01-01,PR,PROP,7
0,0,4900,5218,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
4901,5219,0,0,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,FORUM,WAY,FORUM WAY,,,2,CON,2020-01-01,PR,PROP,7
0,0,0,0,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,REGISTRY,WAY,REGISTRY WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,REGISTRY,WAY,REGISTRY WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,FORUM,WAY,FORUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,2,CON,2020-01-01,CI,PROP,5
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,2,CON,2020-01-01,CI,PROP,5
0,0,0,0,COLISEUM,WAY,COLISEUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,2,CON,2020-01-01,CI,PROP,5
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,2,CON,2020-01-01,CI,PROP,5
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,2,CON,2020-01-01,CI,PROP,5
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,2,CON,2020-01-01,CI,PROP,5
0,0,0,0,COLISEUM,WAY,COLISEUM WAY,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,JOHN HICKMAN,PKWY,JOHN HICKMAN PKWY,,,1,CON,2017-01-01,CI,COMP,5
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,2,CON,2017-01-01,PR,COMP,7
10013,10189,10014,10190,CONQUISTADOR,CT,CONQUISTADOR CT,,,2,CON,2018-01-01,PR,COMP,7
10015,10191,10100,10196,OXBOW,AVE,OXBOW AVE,,,2,CON,2018-01-01,PR,COMP,7
0,0,13405,13489,IRON LIEGE,DR,IRON LIEGE DR,,,2,CON,2017-01-01,PR,COMP,7
0,0,13517,13545,IRON LIEGE,DR,IRON LIEGE DR,,,2,CON,2017-01-01,PR,COMP,7
0,0,13555,13583,IRON LIEGE,DR,IRON LIEGE DR,,,2,CON,2017-01-01,PR,COMP,7
13500,13596,0,0,OMAHA,DR,OMAHA DR,,,2,CON,2018-01-01,PR,COMP,7
13404,13476,0,0,OMAHA,DR,OMAHA DR,,,2,CON,2018-01-01,PR,COMP,7
0,0,0,0,LUCKY DEBONAIR,LN,LUCKY DEBONAIR LN,,,2,CON,2017-01-01,PR,COMP,7
0,0,0,0,SPECTACULAR BID,ST,SPECTACULAR BID ST,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,1,CON,2017-01-01,PR,COMP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,1,CON,2017-01-01,PR,COMP,7
0,0,0,0,SPECTACULAR BID,ST,SPECTACULAR BID ST,,,1,CON,2020-01-01,PR,PROP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,2,CON,2017-01-01,PR,COMP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,2,CON,2017-01-01,PR,COMP,7
13310,13598,13331,13587,HANSEL,ST,HANSEL ST,,,2,CON,2017-01-01,PR,COMP,7
0,0,0,0,TABASCO CAT,DR,TABASCO CAT DR,,,2,CON,2019-01-01,PR,COMP,7
0,0,0,0,TABASCO CAT,DR,TABASCO CAT DR,,,2,CON,2019-01-01,PR,COMP,7
13208,13598,13237,13591,TABASCO CAT,DR,TABASCO CAT DR,,,2,CON,2017-01-01,PR,COMP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,2,CON,2017-01-01,PR,COMP,7
9315,9395,0,0,FORWARD PASS,CIR,FORWARD PASS CIR,,,2,CON,2017-01-01,PR,COMP,7
13228,13578,13217,13581,DECIDEDLY,DR,DECIDEDLY DR,,,2,CON,2017-01-01,PR,COMP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,2,CON,2017-01-01,PR,COMP,7
0,0,12905,12993,PINK STAR,CT,PINK STAR CT,,,2,CON,2020-01-01,PR,PROP,7
9311,9455,9322,9520,MIDDLEGROUND,PL,MIDDLEGROUND PL,,,2,CON,2020-01-01,PR,PROP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,2,CON,2017-01-01,PR,COMP,7
13220,13580,13215,13575,PROUD CLAIRON,ST,PROUD CLAIRON ST,,,2,CON,2019-01-01,PR,COMP,7
0,0,9524,9676,HALMA,TRL,HALMA TRL,,,2,CON,2020-01-01,PR,PROP,7
9527,9679,9518,9688,PILLORY,DR,PILLORY DR,,,2,CON,2020-01-01,PR,PROP,7
9411,9491,0,0,FORWARD PASS,CIR,FORWARD PASS CIR,,,2,CON,2019-01-01,PR,COMP,7
12814,12892,0,0,EASY GOER,AVE,EASY GOER AVE,,,2,CON,2020-01-01,PR,PROP,7
9557,9697,9544,9688,MIDDLEGROUND,PL,MIDDLEGROUND PL,,,2,CON,2020-01-01,PR,PROP,7
12918,13032,0,0,EASY GOER,AVE,EASY GOER AVE,,,2,CON,2020-01-01,PR,PROP,7
9039,9683,9314,9688,NEEDLES,AVE,NEEDLES AVE,,,2,CON,2019-01-01,PR,COMP,7
13068,13068,0,0,EASY GOER,AVE,EASY GOER AVE,,,2,CON,2019-01-01,PR,COMP,7
9313,9687,9316,9668,PLAUDIT,DR,PLAUDIT DR,,,2,CON,2019-01-01,PR,COMP,7
13216,13590,13219,13579,TIM TAM,CIR,TIM TAM CIR,,,2,CON,2019-01-01,PR,COMP,7
0,0,0,0,SPECTACULAR BID,ST,SPECTACULAR BID ST,,,2,CON,2020-01-01,PR,PROP,7
0,0,0,0,REAL QUIET,RD,REAL QUIET RD,,,2,CON,2019-01-01,PR,COMP,7
0,0,0,0,SPECTACULAR BID,ST,SPECTACULAR BID ST,,,2,CON,2019-01-01,PR,COMP,7
0,0,0,0,SPECTACULAR BID,ST,SPECTACULAR BID ST,,,2,CON,2019-01-01,PR,COMP,7
0,0,0,0,FORWARD PASS,CIR,FORWARD PASS CIR,,,2,CON,2019-01-01,PR,COMP,7
9765,9765,0,0,FORWARD PASS,CIR,FORWARD PASS CIR,,,2,CON,2019-01-01,PR,COMP,7
0,0,0,0,AMERICAN PHAROAH,DR,AMERICAN PHAROAH DR,,,2,CON,2017-01-01,PR,COMP,7
13226,13598,13223,13597,DETERMINE,DR,DETERMINE DR,,,2,CON,2020-01-01,PR,PROP,7
12710,13196,12743,13191,RISEN STAR,RD,RISEN STAR RD,,,2,CON,2020-01-01,PR,PROP,7
0,0,0,0,BUBBLING OVER,RD,BUBBLING OVER RD,,,2,CON,2019-01-01,PR,COMP,7
13212,13576,13235,13599,EMPIRE MAKER,RD,EMPIRE MAKER RD,,,2,CON,2020-01-01,PR,PROP,7
